address,balance
0x03bcac131bd093b636a50ccb0b922dd7fc33941c,40.035833796909785
0x03c04597196f6b671e67a913ee9ee7b5a59ab7dd,9.999999588279493
0x03d803c24b98664f2f544bdde6c7abdd08aa0cd7,30.01967288004571
0x03f5e23d0602491d49488dec627e3e32b9db6282,1.8015997560690487
0x03f710343ab36afa0d1b7eb1fbbefe2b2cdd72a7,9.99999999191159
0x040926807d8cbc90ba66dc0d6110a2b098f27200,9.99966560649844
0x040db6261db1961a47014c9e6dd40ca48863a70e,10.010599547897758
0x040e7eb1983ab53f784b5e50837c6e8cc64dfd5e,40.03195090836908
0x041951bc05b97b73cc432d120b7a427a8c616a6f,20.008960896014685
0x042aeadc2cc21f0e658b3da894c42067670cacaf,30.009303914879744
0x045409944603021a1b87540d41c4b7f510414794,10.00276560649844
0x04584b3cb837a060e68005aa1518e413d982e0f2,10.000630295990808
0x046bc1e38f2855cc0803dd4406ba684091d7f85f,40.04208083765833
0x047330e96692e66b43f62a4492a553f94a9a17c8,10.00819957123857
0x0474f0a3218c3bb5c9747daafdbe0bcd1b293d55,20.004131052429194
0x0480a6a8f472922c72f01191652e478058b4eb1c,30.00309875361141
0x04822b9538a6380d13ede78afd4d692c963a9463,9.99966560649844
0x0483aa1d67a0e776e277d6f8d613475213b238bc,10.008599777069218
0x048a5e245897863b6274e49b3b85d431f81af6fc,10.000699507260737
0x0497250f4bc17ad89d5e5a5e6ecebeb8f5f2ff45,9.999679748498504
0x04a41ccbf73f75369f348f7d9ceb00d7418b258f,10.00079777070844
0x04a88a19589f93845812e89d2ebff2fbaf82e6a4,10.001933485342821
0x04b67434c12ad70b78534efefba07b66bc5eb819,10.00106560649844
0x04b98efbd1ee436b369f3d1b6879a82d877ed883,9.999709616498645
0x04d55ddd282b6fb9ea1659017126f534acf8332d,20.00608514699713
0x04d8ff377fcb222da244fe49e343efcc7d7a340b,9.999695474498578
0x04fd57de86edcb5977c7c3fc92e14cfd66e6a38a,30.0261745993298
0x05292ecaba6c38809ec17593659b2aa57f35cc6a,10.057999325583605
0x053baaabe568529ec962ac6f5ef6a94502f84027,10.002855604495647
0x05514117ff8065485c63678662977cf2b5fcc2aa,40.036212065164406
0x05670addd9154f752afe59db3ba4506eea55f6ea,20.009960936396403
0x05807477496b8fe5675c00ed09311b27d2060fea,20.002853948497
0x0588ac88a3f92c88c0d3cdf7887405ec79816d93,9.99966560649844
0x05913ae1b70752cdcd6bc8dfcfc6217f96885417,40.00546048202005
0x05a0c967dd0d4356c1d5de6d28e4033473169e64,30.011528420024085
0x05a3869ff2a9670bb781d4d7a1459cb9a8ae271d,20.001895712416776
0x05af7a3c42ee57570c4fac83d66d9db31a5beecc,20.020893374786567
0x05affd6cfaeb5aabed927979d7cfa56f0bd10cf6,10.006099567018051
0x05b811bcfca2022bd93d36b9327531b3a359a0c1,20.00389080439654
0x05d4f05a3c66dc776f198fa5fb07f105cd6808be,9.999695474498578
0x05e297266f4c2e333bf3de78aa995e17ec0220b1,9.999999588279493
0x05e428eba32fa3c667a103a2f448e0109bd3d3ff,10.010499777069217
0x0603bfe2dec844512e1c365c58f9672a53c43abc,20.002575097516537
0x060709682ea5c3700b034d48a37a099bec82fd18,10.009328513432607
0x06187fd150084165ac57a570d5d81cb622d48d72,20.001795712416776
0x061c7860fda6704f8d667423530596b5803288f9,10.001449857996967
0x0623e64f03b6fcfcd25b9b66ded89406990cf09f,20.005267068995646
0x062611e0482d4033f788582c9a8d059739711c06,10.000899547897982
0x0632fdfccb3db2f34733323860aaa93e32bbca68,20.010081304375248
0x063df52100ff24e30dc66e574f81ca6c55e22447,9.999695474498578
0x0647bdf545750a5688c97984ebf2aac7b835db8a,50.048790839075494
0x064866b313a37b1061e61a640f105844d9738a97,9.999999588279493
0x064d03c4ba8e36b37356703b3531fa8c5619c17b,19.99999949326139
0x0662b2c4c761525b7bcbd391f38e41d43a158b86,20.00409080439654
0x0693d819656e5f8817df9a66dff68a9e747d18e0,30.006392849315382
0x06971b2bcd957f46359693dc60e5ac7765747e01,9.999695474498578
0x069859547839acb49d023247d41cff9e31723310,30.021581706607492
0x069d285227bf58132060ee5f6b1b23f842a6d4d7,9.999999588279696
0x06c337cbd73e0e11b98efca89f94009f4655bd82,20.01169864132613
0x06c89a1a3368e6032a6e4e67ff6593a2bc367588,30.0156807996442
0x06d116882a9125b5a20105123631a5fd1f4ecaf3,30.017721346839046
0x06d95c5a16def564397532770a16cf37dc68e0dc,10.001199547897759
0x06e5c185754397a6d4e8494418651ad94c16acad,20.00769080439654
0x06f5cae633cb2260b71a92aaf175baa82e77cff8,9.999695474498578
0x07155e53a112e92dae2b7d95f42e23264f2f426d,40.015068279375186
0x07237bddd3f400b9c6485eefee02256e4d6ae49e,20.001895712416776
0x073030ec6ce7865b5ac15ece0ce2daed719c92a2,10.000999547897981
0x073a32203aa9d8fee987a53254a8c096d626a219,10.00203329325782
0x0752c7e38611ac490f5f5c00f693fe4035685f5f,10.009099732482971
0x075946280dac2dbb12ebef854244c2b0fb59e808,10.001899732483416
0x0762f1ff33d9fd1ecc83cf4958704db0dba8ed96,20.001795712416776
0x076614b7cbfa819995e00b50688605db70a9eca6,9.999999476418576
0x0770746061eb3bee324fc32939f677964b951f13,9.999695474498578
0x077bc3b6481027b9ffdf0ffc383aaef0572dc780,20.00739935964615
0x077c1bef10954bd2efc8889e0879a8998cfa93b7,20.034899388194297
0x0795b0d3f4ebdcc6414f442aedc92cf11e59cfde,9.99966560649844
0x079ed3dc4362c75f59362f132b7c9815e20bc807,10.00929978649729
0x07a72b10b55d068469b9e9c235202d678020065d,9.999999588279493
0x07b41ff103f6ab8a9d112ccfef0fe1c5dd1f5eab,20.002099537228297
0x07bbf73cf56bc212356cd65437a02fe27472ce36,10.059899344439756
0x07bc6c9585324292c7adcbaa9ff736209481b952,9.999999588279696
0x07bd8189dd42e8420a0176119aeeb3b3cef52edd,10.001890076993886
0x07c53aa2e2ada0b13e9c61f96ab9b00007f6a472,10.000997770708215
0x07cc3e8ad0ee37df6af2e1dd25c4bba025bab9f6,20.00512405799546
0x07dc370cbb9cf1d385743a477cbb5a7ed7087c8b,40.028428420024085
0x07ec5c512ed27e409c6c4d2fa071e610a5754a0b,10.001702313563086
0x0803e98d98a188535bab05ea5f6644347631a9c6,20.001795712416776
0x080a42a5cbbd2dd2ede0c8664e68e346fbfe9550,20.025998995074673
0x081a904cb4864971255476b01fe6b3a4512a722e,10.006099567018051
0x082bab87d24c1b24c17a2fad673c3e7f64be1e29,20.00920093449695
0x083b302c396b07bf697386ce767c537950ce046c,9.999999777069217
0x084dfb6c2c9eb307f0867086ab6b0514e7367d1e,10.00102699499686
0x086eade60825e4437065375651601c63db2a3c77,20.00212590299411
0x087a0e202e4336770ecb51dc5148ac4f23ca4f10,10.003039894496967
0x0884f3369784778915eb0f4518278bbea287ece8,9.999999588279493
0x088ac0d60a7bb03cda15ab0f7a67020504d7e5bc,20.001895712416776
0x08952aefe0fcdd4f9c3c9dbdaba2b1463a5e375c,9.999999786497291
0x08a9d6834c9e35183843b25b3d466158fe5aab32,20.00309365412513
0x08b2c93ef12091c686fc8cfe92a591444d217640,9.999999786497291
0x08b53d86c6a59bcfd2ecc0cce007062ee7cadfc4,9.999999588279493
0x08d1329f515935a22921be5c9188d6ca93e61254,20.001895712416776
0x08d32d52b30c94c8552be203a29ba6f08142f241,40.01246006718769
0x08d3c838c96771d6a46719e08bc8e61f28da6513,9.999999547897758
0x08e5c287861beaf7248647b1e1ce9feda30b8296,9.99966560649844
0x090f345e67a259b3fc02a4999e16ed3f23ab39a4,10.002154141998439
0x0914d6fc553bf44f9b6ba5bac975d961d5710c42,9.999999588279696
0x09170e972fbb9309f8f128cc7e8ef55bba78e472,10.001833485317821
0x09228fbdfa41b989ef805f9253da3eeac120ef20,20.00648395918788
0x092d1b160d47dd7daef10ecc300bdd21dcd18454,10.00345414199844
0x092f0d28262ccf76f742833fe62126fcc935300c,9.99966560649844
0x09356800ba4f42b5bac9ebbc2245e7e3441e27d8,30.003420194880114
0x094d8c2e670e29d545b69434192f68840eab309e,9.999999547897758
0x094e85f540c0022814381818f194e6b90ae1d737,20.001895712416776
0x0952582ec2af5d6b0c3292dbafb8ec5211fbf9b9,10.005399566377744
0x0956fbe61fd4103e806d018351f04340be22504e,10.005398885726086
0x095be2517bd3b139b2cd22d21d4dec0d6aead68a,9.999195488493445
0x09600a01f7a5d72fd29565793365b98d0e5e8d34,20.002998727798214
0x096112ab37c9f93b179fb194607fa7a0aee83fb1,30.001677403042418
0x0963f55625273ac6a8d1e2d24adea8f22bd09649,20.071298225563805
0x0977953c291f865544ade5fdf21d2038503bcc24,10.006799547897982
0x098682f4c85419a8ef2caba4c33eb67e49c302f9,9.999999189976702
0x099cf607a36635cbcb211131fe96216198b75aa6,30.03059949909249
0x09caf5dfce01f1d06e891e31aac8f231ed3f0e74,10.012499708588372
0x09dd1c17abad9db1e10f0f25561551d4a7d6cd8c,20.001795712416776
0x09e60a8d443f81064a5c2f57e1545f389a2f7946,30.00192796346002
0x09eadbf6a88fd32f33bee63fa5c2da1e7672b3dc,20.002645398497
0x09eb1afb35993faf465543ecce877fc397588cd3,10.00346560649844
0x09eb6e06ec6e41e1e47aede21406328849427add,20.005399560754483
0x09f3043d3420a0c3cbdc9322270a1866aed24d38,10.032298880034041
0x09fa8d196d896980a4c5cf22f6510eaee9c2a4c6,30.023360660909482
0x09ff62016e9a7231e91104845cde10add0d74c66,50.05101524948919
0x0a1dde2b9e4761ecc7e76831ce0b52bd13a0fde5,10.014699777069216
0x0a3bb4138a3e60164f3d747c3c008aa26bc59107,10.010299786497292
0x0a4c8a03e8dee3a15de8805bbc4d23924f43caa9,20.003755604495645
0x0a71f6e447d279d8a439fa16a6bbb9737abd3997,40.002428527586254
0x0a83a6ecfbed45e985606cd9e22bf67dd633a7ba,50.04008083305823
0x0a857b6c52ec8b8926d2390f0622680e553e9635,9.999709616498645
0x0a8f6a3e41315fa879ee57805191137a99f76448,10.015317607290253
0x0a9dc656854a693981b0f26c513a94925fc58ed4,9.999695474498578
0x0a9ec69cc8b08ae55864cfb285a1ecc7ab73f425,10.014599777069217
0x0aa7c8ff8eab3c06caf67bfc6dcbc4887d4efa1e,30.02389038438238
0x0ac7eed25492adaf07a28fd23f0065467b7bf0f6,10.057999102808822
0x0af3b914f8eff37219530e57d9f4d1c946ebb8a6,5055.351701080699
0x0afe1286a4e2a8de01ad2f3bccd77559cdc775d4,9.999679748498504
0x0b119908e40687e9ac435c37770f20f795e0b3b4,10.003999304498436
0x0b15fde373af24978d43cbca2b41afeb8dc9e8eb,20.004291595833482
0x0b163d6c93312a6bc6f5b675da49053230444a1e,10.001899013371418
0x0b2b671ef779b0c198da131b5b8d1d30103db98b,9.999999588279493
0x0b43d1a145207bcb5b3be4dbdfeceb14c4d9e850,10.002772997998505
0x0b4678ce83dcee44cbb31295e635b915fd03499a,20.008751715292078
0x0b4919bd426094952fddfeb89b0475c50bc33028,20.007893489107555
0x0b4bb17adb73ec2747790b16ee12d163c868d6b8,9.999997763078607
0x0b5bfb36fa86397215b120eb6cf95e18f52b2619,9.999999588279493
0x0b5e42ede6ec03f209e3ee3319a5d69a0ef071a9,9.999695474498578
0x0b6b494fbb140ee1c7bb3b31dd88d11e3da442a8,40.023235922773225
0x0b6c72b9ee46b0cf9d708070362fbe9dbbac16de,20.00390283050495
0x0b6e4a7237dfe6a82ea1eeaa15dd0c649b80016d,10.00216560649844
0x0b776aaeec9057732f1be9012805fccce27ecdfb,9.999695474498578
0x0b8047871f1b4a95b95735736008f89debbd50a5,9.999695474498578
0x0b8604777e1d961a3ba8242860f5487638ca045f,9.999695474498578
0x0b8b8b63b2c6207291e7a8dea4b3d6146a76bcb7,30.03492855750937
0x0b9afeefb360066589dbd719852aa6b9c6e1c29f,10.002179748498506
0x0b9e6007d1e067dfacea449d47ee5329e1ca0090,10.00216560649844
0x0ba71ac99f7923af569a9c353784f726c52ce1b7,10.001190076993886
0x0bb0a2fb7422756322cabe1bd619bf7189237212,9.999709616498645
0x0bb217d7ada5c5204cf6ffc15129685352fef7bc,10.002449857996966
0x0bbacf4a9af9a3e80fd0bda86824895fe938538b,20.001420651135035
0x0bbc9dd3a9b8fd7b10911c180407d7d99157940b,10.003565606498439
0x0bc7277802e95c1b01d057c7c7d4bb9438277247,9.999999588279696
0x0bd49022a4130d07b072e2a1cc84d51da1228618,10.003399547897981
0x0bd75b93776aa0f5227ae90e0836e395fe844ea7,9.999999588279696
0x0bdb4aa667aef9e96d7f2a7fb95b6115978552b6,40.02980414152001
0x0c0b80b4d8ba217586b75d748b65ae33edc51eb6,10.00193348537282
0x0c2101f5bb7bdd5a683f9ef08778c904937e4630,60.08126012409858
0x0c24c889ee363fb06c26ecc70966dcfac37126d2,10.002879748498504
0x0c3cbc65b8641ae95d9a696fca91a7095f93c159,10.010399547897759
0x0c4cae187f4c2164ccebddd435da357ed75bfac6,10.00233348548782
0x0c4f6df71580de5a8009a7a88789ce58930fe834,20.003463283491435
0x0c5f948176a96308d9dfa0e2a79c8ab1e428ac4c,10.002279748498506
0x0c77204c991201f45708b0f37214cf9964c507b2,30.011306153134107
0x0c789c751e6ac8d669673e6e9c4c767cc092bbeb,29.999228235597
0x0c7cb1b6f8855a15655c6db8aae5e1147f26661d,30.01067470427831
0x0cad74c28befda913e362d15b776c4285f907365,9.999695474498578
0x0cbb44fff902f81b38ecdea47ee90026ff7e0ccc,20.00409080439654
0x0cc0753aaf2eb0cff2e9d450080417e3e1ed38dd,9.999999588279696
0x0ccf189cae773f7cd56ac2ad24c23e18e6076b40,10.014599777069217
0x0cdabeafc0e7bac9d593751d330ec009da170998,10.002099732483417
0x0cdc7fe7a862a4fd8e8cb5c285ea48bcffd876ae,10.004999708588372
0x0cdcbde8e5953ddf2753b4df5b404e2ca26d0639,20.001795712416776
0x0d15d4abc0f9c83329617ee322bb4a199262720f,10.006799777069217
0x0d3f929758e39a32a9f1de7cd5aa714dee9da08d,9.99999914226576
0x0d532e3069da79033557f05861d3a94b5857f621,9.999695474498578
0x0d554a66b6c014f589f2e577d7251e436a27decd,335.3659414203363
0x0d63ea817866f131d99b3f93c4300d687af2e459,10.05799933501168
0x0d782cbce18f0118032d427533b6d3814bb98398,10.006999551326409
0x0d8f92950b63da019aaf5e58e8dc9ec36b81aece,40.044090144608944
0x0d9b4052bc2ba9db53bee6364e70250e59aa5309,20.00362536599405
0x0d9c4d9f6a9a53fe47a06fb6b65ccf56b9533206,10.005399480421405
0x0da01ca43892e6aa8553b1d83897d143c8cf2b91,20.00049910804046
0x0db75c6ba21e1ef8532d6ccea8f3e57f6b7fa3f6,9.99966560649844
0x0dd310df03d2c1ea856b6fc9e4a215860dca086d,20.0348992761615
0x0dd70716fa8df0f9d71e2fb4958cbfae30a3bc9c,10.002779748498504
0x0de5fd4a5a84b814a90177ae216c7b2200eeb396,9.999999588279493
0x0e1e24a976efa1435b580d88b40d7dd65070c5f9,10.001399777069217
0x0e217f15086a566e3c8fb4a5b93a8e9360d0b670,9.999695474498578
0x0e3772c4e3fc26cc9dc100dcbabf31d35171ab1b,20.02579799255098
0x0e787fd62b1dd4d37966dbac4815e7538eeb75da,10.008899571238569
0x0e88da04fd0bfd12da9fbfcfe464df058e077339,9.99966560649844
0x0e8bba976ebe6757eddeb7ff42ecebcc76ab347f,9.99966560649844
0x0eab25801b1a54e812f5c16459f7ee373bde3f76,20.004291595833482
0x0eacb2fe145be738038817af4da9223f798aa772,10.000997770708215
0x0eb72740876625640bc3ce88052fa4bdc0f4008f,9.999999607399571
0x0ed55a96a005e50f9fdb625bc2dad6412984db25,9.999999588279493
0x0ed5b013855dd639e074f4e27febb568135ebe48,9.99966560649844
0x0ee85f2919239b9171bf949631b1e601433e89ef,9.99999973021584
0x0ef3915fcea5ac553557dcbbd5661ff26d6782bc,10.00183348532282
0x0ef3cf7d1dcaa081daa7e93aacabfc7554cabab9,9.999999607399765
0x0eff729a7e95e814b870b099d75b052447044429,30.02616045732973
0x0f4dc8b3ad7fb88ab6fb37354dd1462cdf25c08c,142.11464087973056
0x0f5bdd60191a0185062e044f0dc4d544a614364d,10.00160582549536
0x0f5d564d404108e8897f37d14f59b7fbb2fdedca,20.00309365412513
0x0f5dfa8d3d681a43bfb763863f5508e3886ab722,9.999430740997344
0x0f6d4b08a1b1bce4f655f574cb968db62f042164,10.001519967495426
0x0f7f5bd561535b84866b983946f0ec98b9092d36,10.0017242514969
0x0f9c95b83a52f2aa47e22d6827510752a7e1697a,10.001599777069217
0x0fa66f43151d9bbd5717cb1fba16129759ae088a,10.013499777069217
0x0fc553c9fba9edbc65561ad0727b3afc5b08ea63,30.003022357113736
0x0fdc4438aef9428ecc4522a204e65e3eae90fadc,20.004291595833482
0x0fedbc75880187aa9cc92c7d4c1c64bcde3376b0,9.999999796981376
0x0ff695e7327d960601a58660bad5d0692de95f0b,20.005099090092752
0x0ff993fe9d770e6bbb1fcf7239ebde51f7169fae,9.99966560649844
0x1005191d55ddf11808f7034669cf4f0f44fe38a7,30.02624042070817
0x100c519f82f06980e1a42ac6e11ec86ac0c0e5d1,10.000790441989269
0x1021bcc0d41f5e414604fce930d055bbb952c89e,20.00309365412513
0x1024576ac0256d7bb35348994b4bebb624ae93cc,10.002999485486113
0x1038c0408a000b6886a2f4823be178d1708c96c1,20.005704990794552
0x104d32285196042947d85cb30a49e45dea4cb846,10.002449857996966
0x10897dad9e246aa0320d5a8610128f098b578bc3,30.016704400956396
0x108de23db58e25199e80cba3b6d802137ce681bf,9.999999588279696
0x1099ea494a1f54c0edd2acd03dd5dd9b477f4a35,10.011398180501876
0x109b31591d094084652827962a08ae76e2fa4d2a,10.000997770708215
0x10b4c0fa36afdc3080e79f29824d46c0ca68db9f,9.999999806409452
0x10c91e10259e3a989de31aea69b79beedea81b47,20.001795712416776
0x10cf9535ff7e6d7ef870fd09b15a234418be08a3,40.00912565347202
0x10d337fc69463c6bb4d35d596ba5fbe54d8652dd,9.999695474498578
0x10e347ea576c38cc3b77439023edaf260992fa2e,9.999695474498578
0x10e7187bc6003343b7a60905d68c29161d9b5a9c,20.00590843296471
0x1101201e7f654f9f3722209eef63d668e2dee880,10.00346560649844
0x110b687958f855512bfc91482201823592535083,40.037660003593224
0x1113ccf2852067a2bd04ae7f7ec79f3460beb308,30.03070269701727
0x1140ace866ad471b837606c66146f40efb112908,90.24104445486087
0x115a7fe3d09900043fd33f0c5ca6e661c352298d,1.1014994537579548
0x11683e22286a7cc19826d4c77f59a6a19b86b4b3,10.001199547897759
0x119ea9d8e7a24f3c0b0f5c4cf4e9577add459cef,9.999999588279493
0x11b67b596fbe7d8f2cc7b1ef6c62e61317699f11,9.999709616498645
0x11bde893bf0a84bd4535d9b7dacd655b27ecd7e6,10.000997770708215
0x11c9260f2419f6179f69e07cbdb140e1f1916f67,9.999999588279696
0x11d48b505e45c5e9cba8287eddff2a7c93b9f15c,9.999999732483417
0x11d5c9b19f9e2437f2164f40e616fbbfb38b3fc8,10.00079777070844
0x11de361c988304a9d6e91bb329267de96ff58432,20.01169025157296
0x11e163b304fd5c748eabf86dc5c738cfc61789a3,10.007699547897982
0x11e457784b0e4da010e712e0ea93b36b39f019de,10.057999102808822
0x11e5dc895f67f4e10cadb69bf8d6af9d18e70dcd,9.99966560649844
0x11ed176d0273af84327823ff4d5aa512e496fc05,10.010298832259469
0x120022b9eaa8d8eb6955adb055fa80ca961e6746,20.057998892308138
0x1202ab9ea4a85283c6575720ce70614c82b0cba0,9.999695474498578
0x1213f8a3cf6d01fc478bd12482e84c627fdcd1dd,19.999999588279696
0x1240ecabc75f66b5b3ffa0db34ea1823b5c13b0e,9.999999588279493
0x124ca143a3e964c57f4cfd684fb79e910ab466c2,30.02609913047449
0x124f495858c3a77d93332354e03f54adb52c3ccd,9.999695474498578
0x12653961c963ddabdaf542d398388408ac1f92dd,29.99999902797216
0x126f14923d00083e2ad9bb0870472b71a058e5bf,10.010399786497292
0x127287790e6edc8b84c48a5cbbda99500d0e9436,10.010399547897759
0x1283ea73a16a507d6b22202b1374241ea9d57346,20.04579929935205
0x129ffeaf35935227a434180b42eb6a975c60dd48,9.99966560649844
